utterance,intent,weight
what will the weather be in Double Oak at 12 am,GetWeather,1
How chilly will it be at 09:32:06 am in Moncove Lake State Park?,GetWeather,1
What will the weather be like in Samoa at 6 pm,GetWeather,1
Weather for Douthat State Park on Mar. 10,GetWeather,1
"Will it be hotter in Conception Junction, Moldova?",GetWeather,1
In UT at 7 pm will it be snowy,GetWeather,1
Will it be overcast at 18 o'clock in ID,GetWeather,1
Will there be a depression here on october 26,GetWeather,1
Is it going to be sunny at five pm in Chatyrkul Wildlife Refuge,GetWeather,1
"What's the forecast for Spenard, GU?",GetWeather,1
Is there fog in Refugio,GetWeather,1
What is the weather here at 7 am?,GetWeather,1
is Maalaea has chillier weather,GetWeather,1
Will it be warmer in CT,GetWeather,1
Will it be nice here and in the same area,GetWeather,1
"What will the weather be like at eight PM in Bon Air, Uruguay",GetWeather,1
is it going to be cold in Readstown at 4 AM,GetWeather,1
What is the foggy forecast for nov. 15 in France in Brookland Terrace,GetWeather,1
What's the weather looking like in Macy?,GetWeather,1
Is there forecast to be snow in GU this summer?,GetWeather,1
What is forecast in Keyes Summit in New Mexico at 3 pm,GetWeather,1
"Will there be a lot of cloud activity next summer in Nellieburg, Arkansas",GetWeather,1
Tell me the weather forecast in Greensburg,GetWeather,1
"Will it get rainy like last March in Hagerman, Saint Vincent and the Grenadines?",GetWeather,1
will it get warmer in Centenary around the Evening?,GetWeather,1
"Will it be warm next winter in Smolan, Burkina",GetWeather,1
Will there be fog in my current position,GetWeather,1
What's the forecast for IL around tea time? ,GetWeather,1
what is the forecast for around Putnam Lake,GetWeather,1
will it be hotter Netherlands Antilles Flats on april the 27th,GetWeather,1
Will the weather in Falcon Heights call for rain?,GetWeather,1
what will the weather be for Hooksett,GetWeather,1
what is the forecast for here fir storm conditions next week,GetWeather,1
Will it get hotter in the city of Ashford?,GetWeather,1
What is the weather forecast in Delaware,GetWeather,1
Is it chillier in Mint Hill FM,GetWeather,1
whats the forecast for Greece,GetWeather,1
Is it cold in PW?,GetWeather,1
"What's the forecast for Francisco, Netherlands Antilles around eleven pm?",GetWeather,1
What is the weather at the current position,GetWeather,1
What is going on with the weather far from my current location,GetWeather,1
What's the weather supposed to be like in Elmer City,GetWeather,1
what is the Tal Chhapar Sanctuary forecast for cold weather,GetWeather,1
Will it be hot on orthodox good friday in Michigan and close-by,GetWeather,1
Is it cold in North Carolina,GetWeather,1
What is the weather forecast in 2 seconds for South Carolina,GetWeather,1
what will the weather be like in fourteen hours in Eastville,GetWeather,1
What is the current temperature here,GetWeather,1
Is it going to be hot in Karthaus at 7 AM?,GetWeather,1
"What is the weather forecast for three in Whitewood, Rhode Island",GetWeather,1
What is the cloud coverage in my current place,GetWeather,1
What is the weather forecast for Siler City Russia,GetWeather,1
Is it going to be warm here for brunch,GetWeather,1
"Will it get colder in Camp San Saba, Latvia in one minute and eight seconds ",GetWeather,1
What will the humidity be like on june eighteenth in my current location,GetWeather,1
Will it rain in Paisley,GetWeather,1
Will it feel nice here or within the same area,GetWeather,1
What's the weather forecast for my current spot?,GetWeather,1
Tell me if snow is in the forecast for Teterville,GetWeather,1
"What will the weather be like on feb. sixth, 2024 at Blanco State Park",GetWeather,1
What will the weather be like in India at 02:55:25 AM,GetWeather,1
"Is it cold in Breckenridge, Colorado?",GetWeather,1
What will the weather be in Corcovado National Park on december the fifth?,GetWeather,1
Is it warm in Botna,GetWeather,1
"What is the weather forecast for june the third in Rileyville, CO",GetWeather,1
"What's the temperature today in Griffin, NE?",GetWeather,1
what is the forecast for Swain,GetWeather,1
What is the weather forecast in Spaulding Morocco,GetWeather,1
"Will it be freezing in Poland on July 5, 2032",GetWeather,1
Give me the weather forecast for Zambia,GetWeather,1
what will the weather be in Norway at sunset,GetWeather,1
Will it snow in AMy,GetWeather,1
Is it going to get any hotter in Kerrick?,GetWeather,1
is AZ has chilly weather,GetWeather,1
"Will the weather be stormy on january the 15th, 2026 in the Federated States Of Micronesia",GetWeather,1
What's the weather in Andorra,GetWeather,1
will it be colder in AZ than TX today,GetWeather,1
what is the Baotianman National Nature Reserve forecast,GetWeather,1
what is the weather forecast for Ridge Farm New York,GetWeather,1
When will it be hot in Millvale,GetWeather,1
What is the forecast in Wild River State Park,GetWeather,1
Will it get overcast in La Dolores?,GetWeather,1
"Is there a freezing forecast for Minto, Nicaragua?",GetWeather,1
Will it be freezing in New Preston Venezuela?,GetWeather,1
Show me a forecast for Malaysia,GetWeather,1
What's the weather on Bird Island Burkina at shavuot,GetWeather,1
What is temperature in Benin now,GetWeather,1
I need a forecast for Zachary,GetWeather,1
How will the weather be at 8 am in CT?,GetWeather,1
Will it be windy at 7 AM in Dong Phou Vieng National Protected Area,GetWeather,1
Will it be colder 1 minute from now in Jersey,GetWeather,1
"Will it snow in MT on june 13, 2038?",GetWeather,1
"What's the weather forecast ten years from now in Mount Victory, Macao?",GetWeather,1
"Tell me the weather forecast for Huxley, MS",GetWeather,1
Is it sunny in Qatar?,GetWeather,1
Forecast for 02:22 pm Maldives,GetWeather,1
Tell me the forecast for Sweden,GetWeather,1
What's the weather on Groundhog Day in Slovenia,GetWeather,1
What will the weather be in Waverly City Brazil on Purple Heart Day?,GetWeather,1
"Is it forecast to be rainy in Winchell, Mississippi?",GetWeather,1
What is the weather forecast for Strong City,GetWeather,1
What's the weather forecast in Melcher-Dallas?,GetWeather,1
"What is the weather looking like for December the eleventh, 2034 in MD",GetWeather,1
"Check the weather for Kenedy, Vanuatu for around nine am",GetWeather,1
What is the weather here,GetWeather,1
What's the weather 1 minute from now in Mount Nimba Strict Nature Reserve,GetWeather,1
"What is the weather prediction for Acworth, North Korea in six years  ",GetWeather,1
Tell me the weather forecast close to Romania,GetWeather,1
What's it feel like in North Gulfport,GetWeather,1
what is the blizzard forecast for 12:06 in MS,GetWeather,1
What's the weather for this year in Oregon,GetWeather,1
what is the weather forecast for Israel,GetWeather,1
Will it get hotter around elevenses in KS?,GetWeather,1
Is it warm in Vallecito,GetWeather,1
Is it going to storm in NE,GetWeather,1
Tell me the weather forecast for Casa Grande Ruins National Monument,GetWeather,1
Will it be warm neighboring here in Whitehouse?,GetWeather,1
What's the weather in Meherrin,GetWeather,1
What's the weather here,GetWeather,1
How much rain in Montana 12 months from now,GetWeather,1
what will be the temperature 1 minute and 8 seconds from now in Green Bottom Wildlife Management Area,GetWeather,1
Can you give me the forecast for 10:15 in Paraguay,GetWeather,1
What will the weather be like 19 minutes from now in Nepal,GetWeather,1
Is it going to be warm in Palmview,GetWeather,1
What will the weathr be in Akin Jamaica?,GetWeather,1
Will there be fog in Fairwood?,GetWeather,1
Give me the weather forecast in Zimbabwe.,GetWeather,1
Weather within the same area as Qatar at four,GetWeather,1
Is it going to get chillier near Hocking State Forest,GetWeather,1
Will it be temperate near Neylandville,GetWeather,1
Weather for Turtle River State Park,GetWeather,1
Give me the forecast for the weather in Citrus Springs,GetWeather,1
Will it be stormy in Ritchey in Palau,GetWeather,1
Will the weather be warm in the Nationaal park Band-e AMir at twelve am?,GetWeather,1
What is the temperature in Western Sahara or within the same area three seconds from now,GetWeather,1
what is the forecast for in eighteen minutes here for colder temps,GetWeather,1
Is it warm in the current spot?,GetWeather,1
Is it cold ever in Farristown Tanzania,GetWeather,1
What will the humidity be in Varnado Georgia at one am,GetWeather,1
What's the weather in Mayotte,GetWeather,1
What's the weather far from Jarbidge,GetWeather,1
Will it get windy close by here?,GetWeather,1
what is the freezing forecast for British Virgin Islands,GetWeather,1
Will it be chilly in MA 12 days from now,GetWeather,1
weather near California,GetWeather,1
Is it going to be snowy here,GetWeather,1
Weather for Coaldale Arkansas ,GetWeather,1
Is it forecast to be warm in Bosnia and Herzegovina?,GetWeather,1
will it be a snowy day in Dalcour,GetWeather,1
Is there a cloud in the sky in Thornville on Feb. fifth,GetWeather,1
What is the weather going to be like on st. patrick's day?,GetWeather,1
"What will be the forecast for Belarus in the future around sep. the 22nd, 2020?",GetWeather,1
will there be a blizzard in Kettleman City today,GetWeather,1
will it be cloudy in one minute in Jungo MH,GetWeather,1
What is the weather forecast now in Texas?,GetWeather,1
What will the weather be like in 1 hour in Bethesda,GetWeather,1
What will the weather be doing at midnight in Brazil?,GetWeather,1
What's the weather here on 2/7/2021,GetWeather,1
what is the overcast forecast for midday in ID,GetWeather,1
Tell me when it will be humid here,GetWeather,1
what is the forecast for in 1 second at Monte Sereno for freezing temps,GetWeather,1
Will it be hot near Calakmul Biosphere Reserve 3 seconds from now,GetWeather,1
Will it get windy this week-end in Selva Jedediah Smith?,GetWeather,1
Is it forecast to be temperate here?,GetWeather,1
Will it be hotter next month in South Dakota?,GetWeather,1
will the weather be colder in Naguabo four minutes from now,GetWeather,1
Is it supposed to get chilly in Dewey,GetWeather,1
Will it be freezing in 5 weeks from now in NH,GetWeather,1
What's the weather in the U.S. Virgin Islands,GetWeather,1
what is the forecast for this current position for chilly temps,GetWeather,1
What's the weather forecast for my current location on jun. 2?,GetWeather,1
What's the weather forecast for Connecticut,GetWeather,1
I need the weather at noon for E.A. Vaughn Wildlife Management Area,GetWeather,1
Will it be freezing within walking distance of Alaska?,GetWeather,1
Is it forecast to be chillier in Latvia?,GetWeather,1
"Will it be warmer at lunch in Prentice, Armenia",GetWeather,1
What's the weather in Mettawa Oklahoma,GetWeather,1
What's the weather going to be like at my current spot at 7 am,GetWeather,1
what is the forecast for close to Texas,GetWeather,1
show weather forecast in West Crossett Luxembourg in fourteen minutes,GetWeather,1
what is the October 19th forecast for Iran,GetWeather,1
"Is it going to be warmer in Cinnaminson, North Carolina at 06:59 AM?",GetWeather,1
Will it be hot in Keachi,GetWeather,1
what is the Cameia National Park forecast for in one minute and 1 second,GetWeather,1
Will it be snowy in Parnell?,GetWeather,1
What will the weather be in Michigan?,GetWeather,1
Will it be foggy now close to Jolley,GetWeather,1
Will it be hot here at 22 o'clock?,GetWeather,1
"What will the weather be like here on february 22, 2024",GetWeather,1
What will the weather be in Allenwood?,GetWeather,1
Is it freezing this evening in Maunabo United States,GetWeather,1
what is the forecast for the current spot for cloudy conditions,GetWeather,1
Is it going to be stormy close to Australia,GetWeather,1
How will the weather be on May 9 in Wyoming?,GetWeather,1
Is it going to be windy here on Nov. 17,GetWeather,1
Show the forecast for two years from now in Lake Telemark Sudan,GetWeather,1
How is the weather right now at my current place?,GetWeather,1
Will it be chillier seven weeks from now in Senegal,GetWeather,1
Will it be rainy in Malta,GetWeather,1
what is the weather forecast for Ãland,GetWeather,1
Will it rain here?,GetWeather,1
"What's the weather forecast for Winnfield, Georgia?",GetWeather,1
"What's the weather forecast for next saturday in Granite, WI?",GetWeather,1
Is it hotter now in Hicks,GetWeather,1
Is it going to be warmer in 2 years and a half in Deweese?,GetWeather,1
Will it get warmer in Berkley,GetWeather,1
Can you tell me the weather forecast for Samoa,GetWeather,2
what is the forecast for here and now,GetWeather,1
will the weather be warm far from Niger at 15 o'clock,GetWeather,1
What will the weather be in Stelvio National Park 1 hour and 1 minute from now?,GetWeather,1
